ORF,Chr,ORF_Start,ORF_End,Strand,TSS,TTS,TranscriptLength,TranscriptQualifier,TranscriptCenter,PromoterLength,PromoterQualifier,PromoterCenter,NDR3pLength,NDR3pQualifier,NDR3pCenter,Plus1,Minus1,RelativePlus1,RelativeMinus1,NDRcenter,NDRwidth
YJR004C,chrX,444861,442909,-1,445668,442766,2903,Verified,444217,197,divergent,445767,217,tandem,442657,445633,445903,35,-235,445768,123
YJR005W,chrX,445923,448025,1,445866,448314,2449,Verified,447090,197,divergent,445767,162,convergent,448395,445903,445633,37,-233,445768,123
YJR006W,chrX,449202,450665,1,449194,450769,1576,Verified,449982,263,divergent,449062,153,tandem,450846,449235,448951,41,-243,449093,137
YJR007W,chrX,451020,451934,1,450923,452101,1179,Verified,451512,153,tandem,450846,215,tandem,452209,450958,450638,35,-285,450798,173
YJR009C,chrX,454681,453683,-1,454729,453545,1185,Verified,454137,1306,divergent,455382,1227,convergent,452931,454877,455365,-148,-636,455121,341
YJR010W,chrX,456239,457774,1,456036,458128,2093,Verified,457082,1306,divergent,455383,-294,convergent,457981,456226,455718,190,-318,455972,361
YJR010C-A,chrX,458361,458077,-1,458406,457835,572,Verified,458121,148,tandem,458480,1798,convergent,456936,458361,458609,45,-203,458485,101
YJR013W,chrX,460382,461593,1,460342,461660,1319,Verified,461001,128,divergent,460278,121,tandem,461721,460384,460171,42,-171,460278,66
YJR014W,chrX,461829,462425,1,461782,462525,744,Verified,462154,121,tandem,461721,189,tandem,462620,461829,461543,47,-239,461686,139
YJR016C,chrX,466208,464451,-1,466223,464288,1936,Verified,465256,62,tandem,466254,1572,convergent,463502,466192,466567,31,-344,466380,228
YJR017C,chrX,467033,466521,-1,467055,466286,770,Verified,466671,109,tandem,467110,62,tandem,466255,467014,467282,41,-227,467148,121
YJR019C,chrX,468281,467232,-1,468281,467165,1117,Verified,467723,175,tandem,468369,109,tandem,467110,468280,468512,1,-231,468396,85
YJR021C,chrX,469579,468555,-1,469605,468457,1149,Verified,469031,150,divergent,469680,175,tandem,468369,469562,469794,43,-189,469678,85
YJR022W,chrX,469784,470113,1,469756,470239,484,Verified,469998,150,divergent,469681,-87,convergent,470195,469794,469562,38,-194,469678,85
YJR024C,chrX,470964,470230,-1,470975,470153,823,Verified,470564,10,tandem,470980,396,convergent,469955,470942,471147,33,-172,471045,58
YJR025C,chrX,471671,471138,-1,471706,470986,721,Verified,471346,12104,tandem,477758,10,tandem,470981,NaN,NaN,NaN,NaN,NaN,NaN
YJR031C,chrX,490812,486586,-1,490888,486445,4444,Verified,488667,180,divergent,490978,192,tandem,486349,490846,491109,42,-221,490978,116
YJR032W,chrX,491081,492262,1,491069,492383,1315,Verified,491726,180,divergent,490979,-59,convergent,492353,491109,490846,40,-223,490978,116
YJR033C,chrX,496451,492378,-1,496479,492325,4155,Verified,494402,139,divergent,496549,1255,convergent,491697,496435,496667,44,-188,496551,85
YJR034W,chrX,496683,497009,1,496619,497070,452,Verified,496845,139,divergent,496549,251,tandem,497196,496667,496435,48,-184,496551,85
YJR035W,chrX,497355,500612,1,497322,500761,3440,Verified,499042,251,tandem,497196,-162,convergent,500680,497382,497153,60,-169,497268,82
YJR036C,chrX,503391,500713,-1,503562,500600,2963,Verified,502081,381,divergent,503753,3277,convergent,498961,503508,503740,54,-178,503624,85
YJR040W,chrX,507746,510085,1,507691,510151,2461,Verified,508921,343,tandem,507519,-81,convergent,510110,507758,507494,67,-197,507626,117
YJR041C,chrX,513763,510239,-1,513811,510071,3741,Verified,511941,220,divergent,513921,2379,convergent,508881,513792,514069,19,-258,513931,130
YJR042W,chrX,514055,516289,1,514032,516374,2343,Verified,515203,220,divergent,513922,-40,convergent,516354,514069,513792,37,-240,513931,130
YJR043C,chrX,517513,516461,-1,517554,516335,1220,Verified,516945,1031,tandem,518070,2302,convergent,515184,517502,517725,52,-171,517614,76
YJR044C,chrX,519185,518763,-1,519277,518586,692,Verified,518932,141,tandem,519348,1031,tandem,518070,519223,519485,54,-208,519354,115
YJR045C,chrX,521602,519638,-1,521741,519419,2323,Verified,520580,289,divergent,521886,141,tandem,519348,521694,522044,47,-303,521869,203
YJR046W,chrX,522048,523862,1,522031,523904,1874,Verified,522968,289,divergent,521886,897,convergent,524353,522044,521694,13,-337,521869,203
YJR047C,chrX,525381,524908,-1,525431,524802,630,Verified,525117,857,divergent,525860,2770,convergent,523417,525533,526153,-102,-722,525843,473
YJR048W,chrX,526335,526664,1,526289,526838,550,Verified,526564,857,divergent,525860,-66,convergent,526805,526161,525535,-128,-754,525848,479
YJR049C,chrX,528476,526884,-1,528494,526773,1722,Verified,527634,191,divergent,528590,483,convergent,526531,528455,528717,39,-223,528586,115
YJR050W,chrX,528697,529404,1,528686,529672,987,Verified,529179,191,divergent,528590,175,tandem,529760,528717,528455,31,-231,528586,115
YJR051W,chrX,529861,531366,1,529848,531449,1602,Verified,530649,175,tandem,529760,599,tandem,531749,529890,529633,42,-215,529762,110
YJR052W,chrX,532062,533759,1,532049,533814,1766,Verified,532932,599,tandem,531749,152,tandem,533890,532070,531675,21,-374,531873,248
YJR053W,chrX,534027,535751,1,533967,535751,1785,Verified,534859,152,tandem,533891,176,tandem,535839,534022,533752,55,-215,533887,123
YJR055W,chrX,538772,539266,1,538762,539266,505,Verified,539014,867,tandem,538328,2401,convergent,540467,538791,538406,29,-356,538599,238
YJR057W,chrX,544062,544712,1,544052,544781,730,Verified,544417,1352,divergent,543376,-96,convergent,544733,544092,543835,40,-217,543964,110
YJR058C,chrX,545175,544732,-1,545256,544686,571,Verified,544971,441,divergent,545477,633,convergent,544369,545200,545429,56,-173,545315,82
YJR059W,chrX,545787,548243,1,545698,548449,2752,Verified,547074,441,divergent,545477,187,tandem,548543,545722,545429,24,-269,545576,146
YJR060W,chrX,548759,549814,1,548637,550023,1387,Verified,549330,187,tandem,548543,487,tandem,550267,548696,548368,59,-269,548532,181
YJR062C,chrX,554849,553476,-1,554866,553136,1731,Verified,554001,300,divergent,555016,2624,convergent,551824,554823,555217,43,-351,555020,247
YJR063W,chrX,555195,555572,1,555167,555708,542,Verified,555438,300,divergent,555017,169,tandem,555793,555217,554823,50,-344,555020,247
YJR064W,chrX,555914,557602,1,555878,557643,1766,Verified,556761,169,tandem,555793,17,convergent,557652,555913,555616,35,-262,555765,150
YJR065C,chrX,559158,557809,-1,559184,557661,1524,Verified,558423,203,divergent,559286,1782,convergent,556770,559126,559434,58,-250,559280,161
YJR066W,chrX,559416,566828,1,559388,566925,7538,Verified,563157,203,divergent,559286,-16,convergent,566917,559434,559126,46,-262,559280,161
YJR067C,chrX,567444,567019,-1,567450,566910,541,Verified,567180,144,divergent,567522,7521,convergent,563149,567411,567655,39,-205,567533,97
YJR068W,chrX,567643,568704,1,567595,568777,1183,Verified,568186,144,divergent,567523,-125,convergent,568714,567655,567411,60,-184,567533,97
YJR069C,chrX,569399,568806,-1,569432,568653,780,Verified,569043,58,tandem,569461,1057,convergent,568124,569399,569630,33,-198,569515,84
YJR070C,chrX,570598,569621,-1,570650,569491,1160,Verified,570071,246,tandem,570773,58,tandem,569462,570629,570931,21,-281,570780,155
YJR072C,chrX,572124,570967,-1,572155,570897,1259,Verified,571526,76,tandem,572193,246,tandem,570774,572114,572361,41,-206,572238,100
YJR073C,chrX,572935,572315,-1,572959,572232,728,Verified,572596,217,divergent,573068,76,tandem,572194,572934,573201,25,-242,573068,120
YJR074W,chrX,573095,573751,1,573177,573850,674,Verified,573514,217,divergent,573068,81,tandem,573891,573201,572934,24,-243,573068,120
YJR075W,chrX,573981,575171,1,573932,575208,1277,Verified,574570,81,tandem,573891,-3,convergent,575206,573957,573702,25,-230,573830,108
YJR076C,chrX,576601,575354,-1,576637,575206,1432,Verified,575922,470,tandem,576872,1273,convergent,574569,576611,576885,26,-248,576748,127
YJR077C,chrX,578190,577255,-1,578216,577108,1109,Verified,577662,660,divergent,578546,470,tandem,576873,578170,578451,46,-235,578311,134
YJR078W,chrX,578860,580221,1,578877,580438,1562,Verified,579658,660,divergent,578547,-234,tandem,580321,578911,578604,34,-273,578758,160
YJR080C,chrX,581616,580432,-1,581639,580289,1351,Verified,580964,69,tandem,581674,83,convergent,580247,581600,581842,39,-203,581721,95
YJR082C,chrX,582255,581914,-1,582362,581709,654,Verified,582036,159,tandem,582442,69,tandem,581674,582344,582598,18,-236,582471,107
YJR083C,chrX,583537,582608,-1,583556,582522,1035,Verified,583039,153,divergent,583633,159,tandem,582442,583509,583741,47,-185,583625,85
YJR084W,chrX,583733,585004,1,583710,585146,1437,Verified,584428,153,divergent,583633,-122,convergent,585085,583741,583509,31,-201,583625,85
YJR086W,chrX,586068,586400,1,586039,586446,408,Verified,586243,588,divergent,585745,-81,convergent,586405,586091,585815,52,-224,585953,129
YJR088C,chrX,587373,586495,-1,587423,586366,1058,Verified,586895,220,divergent,587533,326,convergent,586203,587373,587638,50,-215,587506,118
YJR089W,chrX,587718,590582,1,587644,590691,3048,Verified,589168,220,divergent,587534,82,convergent,590732,587638,587373,-6,-271,587506,118
YJR090C,chrX,594327,590872,-1,594619,590774,3846,Verified,592697,162,tandem,594700,3129,convergent,589209,594565,594870,54,-251,594718,158
YJR091C,chrX,598336,595061,-1,598363,594782,3582,Verified,596573,320,divergent,598523,162,tandem,594701,598326,598683,37,-320,598505,210
YJR092W,chrX,598735,603078,1,598684,603201,4518,Verified,600943,320,divergent,598524,-88,convergent,603157,598683,598326,-1,-358,598505,210
YJR093C,chrX,604203,603220,-1,604288,603114,1175,Verified,603701,280,tandem,604428,4429,convergent,600899,604216,604505,72,-217,604361,142
YJR094C,chrX,605651,604569,-1,605647,604569,1079,Verified,605108,2599,divergent,606947,280,tandem,604429,606307,606531,-660,-884,606419,77
YJR094W-A,chrX,608305,608858,1,608247,608988,742,Verified,608618,2599,divergent,606947,784,tandem,609380,608303,607878,56,-369,608091,278
YJR095W,chrX,609773,610741,1,609773,610741,969,Verified,610257,784,tandem,609381,376,tandem,610929,609321,608923,-452,-850,609122,251
YJR096W,chrX,611195,612043,1,611118,612145,1028,Verified,611632,376,tandem,610930,204,tandem,612247,611093,610851,-25,-267,610972,95
YJR097W,chrX,612413,612931,1,612350,613090,741,Verified,612720,204,tandem,612248,-80,convergent,613050,612366,612067,16,-283,612217,152
YJR099W,chrX,615576,616286,1,615468,616356,889,Verified,615912,214,divergent,615361,-78,convergent,616317,615461,615186,-7,-282,615324,128
YJR100C,chrX,617334,616351,-1,617411,616279,1133,Verified,616845,784,divergent,617803,810,convergent,615874,617287,617553,124,-142,617420,119
YJR101W,chrX,618234,619034,1,618196,619192,997,Verified,618694,784,divergent,617804,-160,convergent,619112,618207,617766,11,-430,617987,294
YJR102C,chrX,619765,619157,-1,619833,619033,801,Verified,619433,776,divergent,620221,836,convergent,618615,619821,620033,12,-200,619927,65
YJR103W,chrX,620754,622490,1,620610,622545,1936,Verified,621578,776,divergent,620222,-67,convergent,622511,620613,620359,3,-251,620486,107
YJR104C,chrX,623014,622550,-1,623057,622479,579,Verified,622768,480,divergent,623297,1868,convergent,621545,622995,623266,62,-209,623131,124
YJR105W,chrX,623581,624603,1,623538,624648,1111,Verified,624093,480,divergent,623298,51,tandem,624674,623586,623266,48,-272,623426,173
YJR106W,chrX,624838,627015,1,624700,627165,2466,Verified,625933,51,tandem,624674,174,tandem,627252,624830,624602,130,-98,624716,81
YJR108W,chrX,628712,629083,1,628872,629083,212,Verified,628978,457,tandem,628643,404,convergent,629285,628933,628670,61,-202,628802,116
YJR109C,chrX,632941,629585,-1,632969,629488,3482,Verified,631229,519,divergent,633229,615,convergent,629180,633126,633540,-157,-571,633333,267
YJR110W,chrX,633615,635681,1,633489,635840,2352,Verified,634665,519,divergent,633229,-95,convergent,635792,633540,633126,51,-363,633333,267
YJR112W,chrX,637030,637635,1,637011,637687,677,Verified,637349,180,divergent,636921,65,tandem,637720,637072,636777,61,-234,636925,148
YJR113C,chrX,638975,638232,-1,639027,638183,845,Verified,638605,743,divergent,639399,429,convergent,637968,638964,639341,63,-314,639153,230
YJR117W,chrX,642007,643368,1,641977,643482,1506,Verified,642730,161,tandem,641896,-90,convergent,643437,642029,641709,52,-268,641869,173
YJR118C,chrX,644101,643490,-1,644144,643393,752,Verified,643769,120,tandem,644204,1415,convergent,642685,644105,644370,39,-226,644238,118
YJR119C,chrX,646490,644304,-1,646589,644265,2325,Verified,645427,536,divergent,646857,120,tandem,644205,646529,646909,60,-320,646719,233
YJR120W,chrX,647126,647476,1,647126,647590,465,Verified,647358,536,divergent,646858,-177,tandem,647501,646909,646529,-217,-597,646719,233
YJR121W,chrX,647607,649142,1,647414,649402,1989,Verified,648408,-177,tandem,647503,306,tandem,649555,647445,647019,31,-395,647232,279
YJR122W,chrX,649776,651269,1,649709,651303,1595,Verified,650506,306,tandem,649556,561,tandem,651584,649722,649477,13,-232,649600,98
YJR123W,chrX,651901,652578,1,651865,652698,834,Verified,652282,561,tandem,651584,-2,convergent,652697,651917,651243,52,-622,651580,527
YJR125C,chrX,655963,654737,-1,656023,654630,1394,Verified,655327,153,tandem,656100,352,tandem,654454,655973,656244,50,-221,656109,124
YJR126C,chrX,658689,656254,-1,658676,656177,2500,Verified,657427,165,tandem,658759,153,tandem,656100,658621,658892,55,-216,658757,124
YJR127C,chrX,663059,658917,-1,663454,658842,4613,Verified,661148,225,tandem,663567,165,tandem,658759,663430,663827,24,-373,663629,250
YJR130C,chrX,667137,665218,-1,667213,665112,2102,Verified,666163,414,divergent,667420,46,tandem,665089,667158,667410,55,-197,667284,105
YJR131W,chrX,667644,669293,1,667628,669514,1887,Verified,668571,414,divergent,667421,-54,tandem,669487,667655,667410,27,-218,667533,98
YJR132W,chrX,669522,672668,1,669461,672832,3372,Verified,671147,-54,tandem,669488,45,tandem,672855,669500,669233,39,-228,669367,120
YJR133W,chrX,672991,673620,1,672878,673730,853,Verified,673304,45,tandem,672855,-109,convergent,673675,672965,672704,87,-174,672835,114
YJR134C,chrX,675852,673729,-1,675893,673622,2272,Verified,674758,-47,tandem,675869,743,convergent,673250,675896,676139,-3,-246,676018,96
YJR135C,chrX,676778,676059,-1,676822,675847,976,Verified,676335,135,divergent,676890,-47,tandem,675871,676774,677000,48,-178,676887,79
YJR135W-A,chrX,676971,677234,1,676958,677332,375,Verified,677145,135,divergent,676890,13,convergent,677339,677000,676774,42,-184,676887,79
YJR136C,chrX,678706,677441,-1,678724,677346,1379,Verified,678035,85,tandem,678767,387,convergent,677152,678673,678916,51,-192,678795,96
YJR137C,chrX,683285,678957,-1,683308,678810,4499,Verified,681059,1231,divergent,683924,85,tandem,678767,683259,683456,49,-148,683358,50
YJR138W,chrX,684567,689321,1,684540,689466,4927,Verified,687003,1231,divergent,683924,-88,convergent,689422,684563,684285,23,-255,684424,131
YJR139C,chrX,690524,689445,-1,690588,689379,1210,Verified,689984,-55,tandem,690560,4838,convergent,686960,690568,690877,20,-289,690723,162
YJR140C,chrX,695696,690750,-1,695749,690534,5216,Verified,693142,123,divergent,695811,-55,tandem,690562,695718,695939,31,-190,695829,74
YJR143C,chrX,700614,698326,-1,700673,698197,2477,Verified,699435,179,divergent,700763,1076,convergent,697659,700628,700907,45,-234,700768,132
YJR144W,chrX,700882,701691,1,700853,701757,905,Verified,701305,179,divergent,700763,200,convergent,701857,700907,700628,54,-225,700768,132
YJR145C,chrX,703068,702027,-1,703101,701958,1144,Verified,702530,1058,divergent,703630,1104,convergent,701406,703040,703317,61,-216,703179,130
YJR147W,chrX,704196,705272,1,704160,705631,1472,Verified,704896,1058,divergent,703631,88,tandem,705675,704122,703824,-38,-336,703973,151
YJR148W,chrX,705744,706874,1,705720,706937,1218,Verified,706329,88,tandem,705676,222,tandem,707048,705637,705397,-83,-323,705517,93
YJR150C,chrX,709707,708811,-1,709707,708704,1004,Verified,709206,2477,tandem,710946,1543,convergent,707932,709821,710086,-114,-379,709954,118
YJR151C,chrX,715740,712255,-1,715740,712185,3556,Verified,713963,1839,divergent,716660,2477,tandem,710946,715868,716201,-128,-461,716035,186
YJR152W,chrX,719666,721297,1,719666,721399,1734,Verified,720533,2035,tandem,718648,1415,tandem,722107,NaN,NaN,NaN,NaN,NaN,NaN
YJR153W,chrX,722815,723900,1,722815,723984,1170,Verified,723400,1415,tandem,722107,1592,tandem,724780,722665,722466,-150,-349,722566,52
YJR155W,chrX,727405,728271,1,727405,728326,922,Verified,727866,580,tandem,727115,101,convergent,728377,727072,726846,-333,-559,726959,79
YJR156C,chrX,729596,728574,-1,729596,728428,1169,Verified,729012,2843,divergent,731018,1022,convergent,727917,NaN,NaN,NaN,NaN,NaN,NaN
YJR158W,chrX,732440,734143,1,732440,734143,1704,Verified,733292,2843,divergent,731018,1900,tandem,735093,NaN,NaN,NaN,NaN,NaN,NaN
YJR159W,chrX,736044,737117,1,736044,737272,1229,Verified,736658,1900,tandem,735094,735,convergent,737640,NaN,NaN,NaN,NaN,NaN,NaN
YJR160C,chrX,739816,738008,-1,739816,738008,1809,Verified,738912,3031,tandem,741332,1963,convergent,737026,NaN,NaN,NaN,NaN,NaN,NaN
YJR161C,chrX,743999,742848,-1,744006,742848,1159,Verified,743427,1745,tandem,744879,3031,tandem,741332,NaN,NaN,NaN,NaN,NaN,NaN
YKL224C,chrXI,2181,1810,-1,2181,1810,372,Verified,1996,3329,divergent,3846,1809,tandem,905,2413,2686,-232,-505,2550,126
YKL222C,chrXI,5620,3503,-1,5763,3207,2557,Verified,4485,3327,tandem,7427,-2305,convergent,4360,5708,5955,55,-192,5832,100
YKL221W,chrXI,6107,7528,1,5511,7675,2165,Verified,6593,3329,divergent,3846,-4469,convergent,5440,NaN,NaN,NaN,NaN,NaN,NaN
YKL220C,chrXI,11226,9091,-1,11226,9091,2136,Verified,10159,3308,divergent,12880,3327,tandem,7427,11524,11748,-298,-522,11636,77
YKL219W,chrXI,14485,15708,1,14535,15788,1254,Verified,15162,3308,divergent,12881,1370,convergent,16473,14566,14359,31,-176,14463,60
YKL218C,chrXI,18339,17359,-1,18483,17159,1325,Verified,17821,3750,divergent,20358,2623,convergent,15847,18777,19010,-294,-527,18894,86
YKL217W,chrXI,22234,24084,1,22234,24224,1991,Verified,23229,3750,divergent,20359,948,tandem,24698,22128,21936,-106,-298,22032,45
YKL216W,chrXI,25215,26159,1,25173,26476,1304,Verified,25825,948,tandem,24699,182,convergent,26567,25196,24865,23,-308,25031,184
